Award ID,Award Title,Award Status,Activation/Begin Date,Proposal ID,PI Name,Responsible Dept ID,Responsible Dept Name,Funding Source,CFDA Num,Sponsor,Flow-Thru Sponsor,Project Number,Funding Dept ID,Fund Code,Distribution Dept Name,Dept %,Awarded Direct,Awarded Indirect,Awarded Total,Co-PI Name List,Distribution College,Distribution Dept ID,End Date
0000035539,Adversarially Robust Machine Learning Methods for Cyber-Physical Energy Systems,Active,2020-07-01,0000035539,"Konstantinou,Charalambos",225000,Ctr for Advanced Power Systems,State,-,University of South Florida,-,044892,216000,211,Ctr for Advanced Power Systems,50,8118,0,8118,,VP Research,225000,2021-06-30 00:00:00
0000035539,Adversarially Robust Machine Learning Methods for Cyber-Physical Energy Systems,Active,2020-07-01,0000035539,"Konstantinou,Charalambos",225000,Ctr for Advanced Power Systems,State,-,University of South Florida,-,044892,216000,211,Electrical & Computer Engineer,50,8118,0,8118,,College of Engineering,216000,2021-06-30 00:00:00
0000035539,Adversarially Robust Machine Learning Methods for Cyber-Physical Energy Systems,Active,2020-07-01,0000035539,"Konstantinou,Charalambos",225000,Ctr for Advanced Power Systems,State,-,University of South Florida,-,044892,225000,530,Ctr for Advanced Power Systems,50,37500,0,37500,,VP Research,225000,2021-06-30 00:00:00
0000035539,Adversarially Robust Machine Learning Methods for Cyber-Physical Energy Systems,Active,2020-07-01,0000035539,"Konstantinou,Charalambos",225000,Ctr for Advanced Power Systems,State,-,University of South Florida,-,044892,225000,530,Electrical & Computer Engineer,50,37500,0,37500,,College of Engineering,216000,2021-06-30 00:00:00
0000035540,Recovery Community Organizations United Initiative (RCOS United Initiative),Active,2020-04-30,0000035540,"Wilson,Cynthia Bruce",156000,FL Ctr for Prevention Rsch,Federal,93.243,Fellowship Foundation Recovery Community,Substance Abuse and Mental Hea,-,156000,524,FL Ctr for Prevention Rsch,100,19048,4952,24000,,Provost & VP Academic Affairs,156000,2023-04-29 00:00:00
0000035540,Recovery Community Organizations United Initiative (RCOS United Initiative),Active,2020-04-30,0000035540,"Wilson,Cynthia Bruce",156000,FL Ctr for Prevention Rsch,Federal,93.243,Fellowship Foundation Recovery Community,Substance Abuse and Mental Hea,044893,156000,524,FL Ctr for Prevention Rsch,100,-3179,4604,1425,,Provost & VP Academic Affairs,156000,2023-04-29 00:00:00
0000035540,Recovery Community Organizations United Initiative (RCOS United Initiative),Active,2020-04-30,0000035540,"Wilson,Cynthia Bruce",156000,FL Ctr for Prevention Rsch,Federal,93.243,Fellowship Foundation Recovery Community,Substance Abuse and Mental Hea,100180,156000,524,FL Ctr for Prevention Rsch,100,18764,3811,22575,,Provost & VP Academic Affairs,156000,2023-04-29 00:00:00
0000035540,Recovery Community Organizations United Initiative (RCOS United Initiative),Active,2020-04-30,0000035540,"Wilson,Cynthia Bruce",156000,FL Ctr for Prevention Rsch,Federal,93.243,Fellowship Foundation Recovery Community,Substance Abuse and Mental Hea,100633,156000,524,FL Ctr for Prevention Rsch,100,19895,4105,24000,,Provost & VP Academic Affairs,156000,2023-04-29 00:00:00
0000035545,Advisory Services on Development of Low Voltage/Extended Runtime Signalized Intersection Using Back-Up Power After the Loss of Utility Power Due to Hurricanes,Active,2020-01-31,0000035545,"Moon,Jinyeong",225000,Ctr for Advanced Power Systems,State,-,Florida Department of Transportation,-,044899,225000,530,Ctr for Advanced Power Systems,50,21739,3261,25000,,VP Research,225000,2021-08-31 00:00:00
0000035545,Advisory Services on Development of Low Voltage/Extended Runtime Signalized Intersection Using Back-Up Power After the Loss of Utility Power Due to Hurricanes,Active,2020-01-31,0000035545,"Moon,Jinyeong",225000,Ctr for Advanced Power Systems,State,-,Florida Department of Transportation,-,044899,225000,530,Electrical & Computer Engineer,50,21739,3261,25000,,College of Engineering,216000,2021-08-31 00:00:00
0000035546,US CMS Florida State University for Activities Related to the US CMS HCAL Subsystem,Active,2020-01-01,0000035546,"Kolberg,Ted",084009,Physics Sponsored Projects,Federal,81.049,Fermi National Accelerator Lab,U. S. Department of Energy,044900,084009,524,Physics Sponsored Projects,100,371623,79700,451323,,College of Arts & Sciences,084009,2023-10-15 00:00:00
0000035560,Preparation to Implement Novel Data to Care Initiatives to End the HIV Epidemic in Florida,Active,2020-06-01,0000035560,"Butame,Seyram Ahiadeke",208000,Behavioral Sci and Social Med,Federal,93.855,University of Miami,National Institute of Allergy,044914,208000,524,Behavioral Sci and Social Med,100,3471,1874,5345,"Naar, Sylvie",College of Medicine,208000,2021-05-31 00:00:00
0000035560,Preparation to Implement Novel Data to Care Initiatives to End the HIV Epidemic in Florida,Active,2020-06-01,0000035560,"Butame,Seyram Ahiadeke",208000,Behavioral Sci and Social Med,Federal,93.855,University of Miami,National Institute of Allergy,044914,208000,556,Behavioral Sci and Social Med,100,1,0,1,"Naar, Sylvie",College of Medicine,208000,2021-05-31 00:00:00
0000035560,Preparation to Implement Novel Data to Care Initiatives to End the HIV Epidemic in Florida,Active,2020-06-01,0000035560,"Butame,Seyram Ahiadeke",208000,Behavioral Sci and Social Med,Federal,93.855,University of Miami,National Institute of Allergy,100253,208000,524,Behavioral Sci and Social Med,100,14132,7632,21764,"Naar, Sylvie",College of Medicine,208000,2021-05-31 00:00:00
0000035570,Fiscal year 2020 National Sea Grant College Program Dean John A. Knauss Marine Policy Fellowship - Keller,Active,2020-02-01,0000035570,"Grubbs II,Ralph Dean",224000,FSU Coastal & Marine Lab,Federal,11.417,University of Florida,National Aeronautics & Space A,044925,224000,523,FSU Coastal & Marine Lab,100,67000,0,67000,"Keller, Bryan",VP Research,224000,2021-02-28 00:00:00
0000035575,Novel High Field Steady State Hybrid LTS-HTS Magnet,Active,2020-03-01,0000035575,"Bird,Mark D",227000,Natl High Magnetic Field Lab,Federal,81.049,Energy to Power Solutions (E2P),U. S. Department of Energy,044930,227000,524,Natl High Magnetic Field Lab,100,40002,9998,50000,,VP Research,227000,2021-03-31 00:00:00
0000035580,Development of the Resilience Index for the Florida Surface Transportation System,Active,2020-02-11,0000035580,"Choi,Juyeong",215000,Civil & Environmental Engineer,State,-,Florida Department of Transportation,-,044936,215000,530,Civil & Environmental Engineer,85,147103.55,12524.75,159628.3,"Abdelrazig, Yassir; Crute, Jeremy; Smith, Dennis",College of Engineering,215000,2022-07-31 00:00:00
0000035580,Development of the Resilience Index for the Florida Surface Transportation System,Active,2020-02-11,0000035580,"Choi,Juyeong",215000,Civil & Environmental Engineer,State,-,Florida Department of Transportation,-,044936,215000,530,Urban & Regional Planning,15,25959.45,2210.25,28169.7,"Abdelrazig, Yassir; Crute, Jeremy; Smith, Dennis",College of Soc Sci & Pub Pol,167000,2022-07-31 00:00:00
0000035580,Development of the Resilience Index for the Florida Surface Transportation System,Active,2020-02-11,0000035580,"Choi,Juyeong",215000,Civil & Environmental Engineer,State,-,Florida Department of Transportation,-,045555,215000,530,Civil & Environmental Engineer,100,2000,200,2200,"Abdelrazig, Yassir; Crute, Jeremy; Smith, Dennis",College of Engineering,215000,2022-07-31 00:00:00
0000035597,Bleeding Control Kits,Active,2020-02-10,0000035597,"Sommerhoff,Curt S",026000,Public Safety,Other,-,Apalachee Regional Planning Council,-,044953,026000,540,Public Safety,100,6000,0,6000,,VP Finance & Administration,026000,2020-04-15 00:00:00
0000035599,Untangling Odor Coding,Active,2020-07-01,0000035599,"Dewan,Adam Kabir",089009,Psychology Sponsored Projects,Other,-,Whitehall Foundation,-,044955,089009,545,Psychology Sponsored Projects,100,134272,0,134272,,College of Arts & Sciences,089009,2024-06-30 00:00:00
0000035599,Untangling Odor Coding,Active,2020-07-01,0000035599,"Dewan,Adam Kabir",089009,Psychology Sponsored Projects,Other,-,Whitehall Foundation,-,100457,089009,545,Psychology Sponsored Projects,100,72582,18146,90728,,College of Arts & Sciences,089009,2024-06-30 00:00:00
0000035600,FSU QuarkNet 2020,Active,2019-09-01,0000035600,"Kolberg,Ted",084009,Physics Sponsored Projects,Federal,47.049,University of Notre Dame,National Science Foundation,044956,084009,524,Physics Sponsored Projects,100,3000,0,3000,,College of Arts & Sciences,084009,2020-08-31 00:00:00
0000035616,User-Level File Systems for HPC Deep Learning with Device-Driven I/O and Communication,Active,2020-03-21,0000035616,"Yu,Weikuan",080003,Comp Sci Sponsored Projects,Federal,99.999,Lawrence Livermore National La,U. S. Department of Energy,044976,080003,524,Comp Sci Sponsored Projects,100,51911,22089,74000,,College of Arts & Sciences,080003,2021-04-23 00:00:00
0000035632,I.P.M.P. Meeting Facilitation,Active,2020-02-06,0000035632,"Jones,Robert M",158000,FL Conflict Resolution Consort,State,-,University of Florida,-,044992,158000,530,FL Conflict Resolution Consort,100,60633,4155,64788,,Provost & VP Academic Affairs,158000,2021-04-30 00:00:00
0000035638,Trauma-Informed Schools Consultation Project,Active,2020-02-01,0000035638,"Rosado,Javier I",203008,Immokalee Med Sc Training Site,State,-,District School Board of Collier County,-,044998,203008,540,Immokalee Med Sc Training Site,100,1587,413,2000,,College of Medicine,203008,2020-06-01 00:00:00
0000035640,Citizens Property Insurance Corporation Exposure Analysis,Active,2020-04-01,0000035640,"Nicholson,Jack Eugene",118000,"RMI, REE & Legal Studies",State,-,Citizens Property Insurance Corp,-,045000,118000,530,"RMI, REE & Legal Studies",100,231040,34656,265696,,College of Business,118000,2020-12-31 00:00:00
0000035647,Southeastern Habitat Modeling,Active,2020-03-01,0000035647,"Hipes,Daniel L",148000,FL Natural Areas Inventory,Federal,15.670,NatureServe,U. S. Fish and Wildlife Service,045007,148000,524,FL Natural Areas Inventory,100,35713,9525,45238,,Provost & VP Academic Affairs,148000,2022-06-30 00:00:00
0000035649,Multimodal Mobility in North Florida,Active,2020-02-14,0000035649,"Smith,Dennis J",167000,Urban & Regional Planning,State,-,Florida Department of Transportation,-,045009,167000,530,Urban & Regional Planning,100,59388,4970,64358,"Staley, Samuel",College of Soc Sci & Pub Pol,167000,2020-10-31 00:00:00
0000035649,Multimodal Mobility in North Florida,Active,2020-02-14,0000035649,"Smith,Dennis J",167000,Urban & Regional Planning,State,-,Florida Department of Transportation,-,045018,167000,530,Urban & Regional Planning,100,8110,811,8921,"Staley, Samuel",College of Soc Sci & Pub Pol,167000,2020-10-31 00:00:00
0000035653,Data Repository Infrastructure for Prosopographic Data,Active,2020-02-01,0000035653,"Stanley,Sarah Catherine",066000,Strozier Library,Federal,45.169,National Endowment for the Hum,-,045014,066000,520,Strozier Library,100,14260,6417,20677,,Provost & VP Academic Affairs,066000,2022-08-31 00:00:00
0000035653,Data Repository Infrastructure for Prosopographic Data,Active,2020-02-01,0000035653,"Stanley,Sarah Catherine",066000,Strozier Library,Federal,45.169,National Endowment for the Hum,-,045016,066000,520,Strozier Library,100,9440,0,9440,,Provost & VP Academic Affairs,066000,2022-08-31 00:00:00
0000035685,"Predicting Reoffending and Informing Treatment for  Florida Residential Youth",Active,2020-04-01,0000035685,"Hay,Carter H",141010,Crimn & Public Policy Reas Ctr,State,-,Florida Department of Juvenile,-,045049,141010,530,Crimn & Public Policy Reas Ctr,100,46766,7015,53781,"Copp, Jennifer; Stults, Brian",College of Criminology & Crim,141010,2020-07-31 00:00:00
0000035687,FSU CARE CARES 2020,Active,2020-04-01,0000035687,"Starke,Tadarrayl M",099000,CARE (UGS),Other,-,College Board,-,045051,099000,540,CARE (UGS),100,9091,909,10000,"Williams, Inika",Provost & VP Academic Affairs,099000,2020-07-31 00:00:00
0000035695,FSU Flying High Circus Home Shows 2020,Active,2019-11-21,0000035695,"Mathews,Chad W",251000,FSU Circus,State,-,Visit Tallahassee,-,045059,251000,540,FSU Circus,100,7500,0,7500,,VP Student Affairs,251000,2020-09-30 00:00:00
0000035698,Exploring ecophysiological divergence among cryptic macroalgae,Active,2020-08-01,0000035698,"Burgess,Scott Clayton",074012,Biology Sponsored Projects,Other,-,FACE Foundation,-,045062,074012,545,Biology Sponsored Projects,100,5000,0,5000,,College of Arts & Sciences,074012,2024-08-31 00:00:00
0000035698,Exploring ecophysiological divergence among cryptic macroalgae,Active,2020-08-01,0000035698,"Burgess,Scott Clayton",074012,Biology Sponsored Projects,Other,-,FACE Foundation,-,045062,074012,555,Biology Sponsored Projects,100,3000,0,3000,,College of Arts & Sciences,074012,2024-08-31 00:00:00
0000035699,Data Management Support for Complex HPC Workflows,Active,2020-03-21,0000035699,"Yu,Weikuan",080003,Comp Sci Sponsored Projects,Federal,99.999,Lawrence Livermore National La,U. S. Department of Energy,045063,080003,524,Comp Sci Sponsored Projects,100,50612,21388,72000,,College of Arts & Sciences,080003,2021-04-23 00:00:00
0000035703,Archaeological Excavations & Analyses of the Apalachee Revolt of 1647,Active,2020-08-15,0000035703,"Peres Lemons,Tanya Michelle",072004,Anthropology Sponsored Proj,Federal,15.926,National Park Service,-,045067,072004,520,Anthropology Sponsored Proj,100,152576,54314,206890,,College of Arts & Sciences,072004,2023-08-31 00:00:00
0000035709,2020-21 Children's Legal Services,Active,2020-04-01,0000035709,"Annino,Paul J",144000,College of Law,Other,-,Florida Bar Foundation,-,045073,144000,110,College of Law,100,165000,0,165000,,College of Law,144000,2021-09-30 00:00:00
0000035709,2020-21 Children's Legal Services,Active,2020-04-01,0000035709,"Annino,Paul J",144000,College of Law,Other,-,Florida Bar Foundation,-,045073,144000,540,College of Law,100,148320,0,148320,,College of Law,144000,2021-09-30 00:00:00
0000035709,2020-21 Children's Legal Services,Active,2020-04-01,0000035709,"Annino,Paul J",144000,College of Law,Other,-,Florida Bar Foundation,-,045073,144000,555,College of Law,100,2000,0,2000,,College of Law,144000,2021-09-30 00:00:00
0000035740,Economic Impact Analysis of the Florida Small Business Development Center Programs (SBDC) in Florida 2019,Active,2020-03-18,0000035740,"Harrington,Julie Ann",152000,Ctr for Econ Forecast & Anly,Federal,59.037,Florida SBDC Network,Small Business Administration,045104,152000,523,Ctr for Econ Forecast & Anly,100,22352,5588,27940,,Provost & VP Academic Affairs,152000,2020-07-31 00:00:00
0000035790,Jackson People's School,Active,2019-10-01,0000035790,"Ponder,Caroline Sage",166000,Geography,Other,-,The Antipode Foundation,-,045154,166000,545,Geography,100,12180,0,12180,,College of Soc Sci & Pub Pol,166000,2022-01-01 00:00:00
0000035854,Ecological Inventory and Conservation Planning,Active,2020-05-11,0000035854,"Price,Franklin D",148000,FL Natural Areas Inventory,Federal,10.675,U. S. Forest Service,-,045218,148000,555,FL Natural Areas Inventory,100,16550,0,16550,,Provost & VP Academic Affairs,148000,2025-05-11 00:00:00
0000035854,Ecological Inventory and Conservation Planning,Active,2020-05-11,0000035854-Rev5,"Price,Franklin D",148000,FL Natural Areas Inventory,Federal,10.675,U. S. Forest Service,-,045218,148000,520,FL Natural Areas Inventory,100,276678,71779,348457,,Provost & VP Academic Affairs,148000,2025-05-11 00:00:00
0000035876,Materials Characterization Using a Quantum Design Physical Property Measurement System,Active,2020-05-04,0000035876,"Lu,Jun",227000,Natl High Magnetic Field Lab,Federal,99.999,Lawrence Berkeley Laboratory,U. S. Department of Energy,045241,227000,524,Natl High Magnetic Field Lab,100,2649,1551,4200,,VP Research,227000,2020-08-31 00:00:00
0000035885,"Nicotine, Germ Cells and Neurodevelopmental Disorders",Active,2020-06-11,0000035885,"Bhide,Pradeep",204000,Medicine Biomedical Sciences,State,-,Florida Department of Health,-,045250,204000,530,Behavioral Sci and Social Med,25,136240.75,20436.25,156677,,College of Medicine,208000,2023-05-31 00:00:00
0000035885,"Nicotine, Germ Cells and Neurodevelopmental Disorders",Active,2020-06-11,0000035885,"Bhide,Pradeep",204000,Medicine Biomedical Sciences,State,-,Florida Department of Health,-,045250,204000,530,Medicine Biomedical Sciences,75,408722.25,61308.75,470031,,College of Medicine,204000,2023-05-31 00:00:00
0000035885,"Nicotine, Germ Cells and Neurodevelopmental Disorders",Active,2020-06-11,0000035885,"Bhide,Pradeep",204000,Medicine Biomedical Sciences,State,-,Florida Department of Health,-,045250,204000,556,Behavioral Sci and Social Med,25,0.25,0,0.25,,College of Medicine,208000,2023-05-31 00:00:00
0000035885,"Nicotine, Germ Cells and Neurodevelopmental Disorders",Active,2020-06-11,0000035885,"Bhide,Pradeep",204000,Medicine Biomedical Sciences,State,-,Florida Department of Health,-,045250,204000,556,Medicine Biomedical Sciences,75,0.75,0,0.75,,College of Medicine,204000,2023-05-31 00:00:00
